items,iLB1027_lipid,iMK_draft17,iTps1432,Lavoie2020
CHOPT_STC_HDDE,0,1,1,0
CHOPT_STC_HDTE,0,1,1,0
CHOPT_STC_STA,0,1,1,0
CMT2,0,1,1,1
COAt,0,1,1,1
DAGAH_ALNA_ALNA,0,1,1,0
DAGAH_ALNA_ARA,0,1,1,0
DAGAH_ALNA_BEHN,0,1,1,0
DAGAH_ALNA_DHA,0,1,1,0
DAGAH_ALNA_EPA,0,1,1,0
DAGAH_ALNA_GLNA,0,1,1,0
DAGAH_ALNA_HDE,0,1,1,0
DAGAH_ALNA_LNA,0,1,1,0
DAGAH_ALNA_MYRS,0,1,1,0
DAGAH_ALNA_OLE,0,1,1,0
DAGAH_ALNA_PALM,0,1,1,0
DAGAH_ALNA_STA,0,1,1,0
DAGAH_ALNA_STC,0,1,1,0
DAGAH_DHA_BEHN,0,1,1,0
DAGAH_DHA_HDDE,0,1,1,0
DAGAH_DHA_HDTE,0,1,1,0
DAGAH_DHA_STA,0,1,1,0
DAGAH_EPA_BEHN,0,1,1,0
DAGAH_EPA_HDDE,0,1,1,0
DAGAH_EPA_HDTE,0,1,1,0
DAGAH_EPA_STA,0,1,1,0
DAGAH_GLNA_ALNA,0,1,1,0
DAGAH_GLNA_ARA,0,1,1,0
DAGAH_GLNA_BEHN,0,1,1,0
DAGAH_GLNA_DHA,0,1,1,0
DAGAH_GLNA_EPA,0,1,1,0
DAGAH_GLNA_GLNA,0,1,1,0
DAGAH_GLNA_HDE,0,1,1,0
DAGAH_GLNA_LNA,0,1,1,0
DAGAH_GLNA_MYRS,0,1,1,0
DAGAH_GLNA_OLE,0,1,1,0
DAGAH_GLNA_PALM,0,1,1,0
DAGAH_GLNA_STA,0,1,1,0
DAGAH_GLNA_STC,0,1,1,0
DAGAH_HDDE_HDDE,0,1,1,0
DAGAH_HDE_BEHN,0,1,1,0
DAGAH_HDE_HDDE,0,1,1,0
DAGAH_HDE_HDTE,0,1,1,0
DAGAH_HDE_STA,0,1,1,0
DAGAH_LNA_BEHN,0,1,1,0
DAGAH_LNA_HDDE,0,1,1,0
DAGAH_LNA_HDTE,0,1,1,0
DAGAH_LNA_STA,0,1,1,0
DAGAH_MYRS_BEHN,0,1,1,0
DAGAH_MYRS_HDDE,0,1,1,0
DAGAH_MYRS_HDTE,0,1,1,0
DAGAH_MYRS_STA,0,1,1,0
DAGAH_OLE_BEHN,0,1,1,0
DAGAH_OLE_HDDE,0,1,1,0
DAGAH_OLE_HDTE,0,1,1,0
DAGAH_OLE_STA,0,1,1,0
DAGAH_PALM_BEHN,0,1,1,0
DAGAH_PALM_HDDE,0,1,1,0
DAGAH_PALM_HDTE,0,1,1,0
DAGAH_PALM_STA,0,1,1,0
DAGAH_STA_ALNA,0,1,1,0
DAGAH_STA_ARA,0,1,1,0
DAGAH_STA_BEHN,0,1,1,0
DAGAH_STA_DHA,0,1,1,0
DAGAH_STA_EPA,0,1,1,0
DAGAH_STA_GLNA,0,1,1,0
DAGAH_STA_HDE,0,1,1,0
DAGAH_STA_LNA,0,1,1,0
DAGAH_STA_MYRS,0,1,1,0
DAGAH_STA_OLE,0,1,1,0
DAGAH_STA_PALM,0,1,1,0
DAGAH_STA_STA,0,1,1,0
DAGAH_STA_STC,0,1,1,0
DAGAH_STC_BEHN,0,1,1,0
DAGAH_STC_HDDE,0,1,1,0
DAGAH_STC_HDTE,0,1,1,0
DAGAH_STC_STA,0,1,1,0
DAGK_ALNA_ALNA,0,1,1,0
DAGK_ALNA_ARA,0,1,1,0
DAGK_ALNA_BEHN,0,1,1,0
DAGK_ALNA_DHA,0,1,1,0
DAGK_ALNA_EPA,0,1,1,0
DAGK_ALNA_GLNA,0,1,1,0
DAGK_ALNA_HDE,0,1,1,0
DAGK_ALNA_LNA,0,1,1,0
DAGK_ALNA_MYRS,0,1,1,0
DAGK_ALNA_OLE,0,1,1,0
DAGK_ALNA_PALM,0,1,1,0
DAGK_ALNA_STA,0,1,1,0
DAGK_ALNA_STC,0,1,1,0
DAGK_DHA_BEHN,0,1,1,0
DAGK_DHA_HDDE,0,1,1,0
DAGK_DHA_HDTE,0,1,1,0
DAGK_DHA_STA,0,1,1,0
DAGK_EPA_BEHN,0,1,1,0
DAGK_EPA_HDDE,0,1,1,0
DAGK_EPA_HDTE,0,1,1,0
DAGK_EPA_STA,0,1,1,0
DAGK_GLNA_ALNA,0,1,1,0
DAGK_GLNA_ARA,0,1,1,0
DAGK_GLNA_BEHN,0,1,1,0
DAGK_GLNA_DHA,0,1,1,0
DAGK_GLNA_EPA,0,1,1,0
DAGK_GLNA_GLNA,0,1,1,0
DAGK_GLNA_HDE,0,1,1,0
DAGK_GLNA_LNA,0,1,1,0
DAGK_GLNA_MYRS,0,1,1,0
DAGK_GLNA_OLE,0,1,1,0
DAGK_GLNA_PALM,0,1,1,0
DAGK_GLNA_STA,0,1,1,0
DAGK_GLNA_STC,0,1,1,0
DAGK_HDDE_HDDE,0,1,1,0
DAGK_HDE_BEHN,0,1,1,0
DAGK_HDE_HDDE,0,1,1,0
DAGK_HDE_HDTE,0,1,1,0
DAGK_HDE_STA,0,1,1,0
DAGK_LNA_BEHN,0,1,1,0
DAGK_LNA_HDDE,0,1,1,0
DAGK_LNA_HDTE,0,1,1,0
DAGK_LNA_STA,0,1,1,0
DAGK_MYRS_BEHN,0,1,1,0
DAGK_MYRS_HDDE,0,1,1,0
DAGK_MYRS_HDTE,0,1,1,0
DAGK_MYRS_STA,0,1,1,0
DAGK_OLE_BEHN,0,1,1,0
DAGK_OLE_HDDE,0,1,1,0
DAGK_OLE_HDTE,0,1,1,0
DAGK_OLE_STA,0,1,1,0
DAGK_PALM_BEHN,0,1,1,0
DAGK_PALM_HDDE,0,1,1,0
DAGK_PALM_HDTE,0,1,1,0
DAGK_PALM_STA,0,1,1,0
DAGK_STA_ALNA,0,1,1,0
DAGK_STA_ARA,0,1,1,0
DAGK_STA_BEHN,0,1,1,0
DAGK_STA_DHA,0,1,1,0
DAGK_STA_EPA,0,1,1,0
DAGK_STA_GLNA,0,1,1,0
DAGK_STA_HDE,0,1,1,0
DAGK_STA_LNA,0,1,1,0
DAGK_STA_MYRS,0,1,1,0
DAGK_STA_OLE,0,1,1,0
DAGK_STA_PALM,0,1,1,0
DAGK_STA_STA,0,1,1,0
DAGK_STA_STC,0,1,1,0
DAGK_STC_BEHN,0,1,1,0
DAGK_STC_HDDE,0,1,1,0
DAGK_STC_HDTE,0,1,1,0
DAGK_STC_STA,0,1,1,0
DAHPS,0,1,1,1
DAMPH,0,1,1,1
DATPHt,0,1,1,0
DGDGH_ALNA_HDE,0,1,1,0
DGDGH_ALNA_PALM,0,1,1,0
DGDGH_GLNA_HDE,0,1,1,0
DGDGH_GLNA_PALM,0,1,1,0
DGDGH_HDTE_HDTE,0,1,1,0
DGDGH_LNA_HDE,0,1,1,0
DGDGH_LNA_PALM,0,1,1,0
DGDGH_MYRS_HDE,0,1,1,0
DGDGH_PALM_HDDE,0,1,1,0
DGDGH_PALM_HDE,0,1,1,0
DGDGH_STA_HDE,0,1,1,0
DGDGH_STA_PALM,0,1,1,0
DGDGS_ALNA_HDE,0,1,1,0
DGDGS_ALNA_PALM,0,1,1,0
DGDGS_GLNA_HDE,0,1,1,0
DGDGS_GLNA_PALM,0,1,1,0
DGDGS_HDTE_HDTE,0,1,1,0
DGDGS_LNA_HDE,0,1,1,0
DGDGS_LNA_PALM,0,1,1,0
DGDGS_MYRS_HDE,0,1,1,0
DGDGS_PALM_HDDE,0,1,1,0
DGDGS_PALM_HDE,0,1,1,0
DGDGS_STA_HDE,0,1,1,0
DGDGS_STA_PALM,0,1,1,0
DHFOR1,0,1,1,1
DHFOR2,0,1,1,1
DHPSt_e,0,1,1,0
DHR,0,1,1,1
DHSR,0,1,1,1
DMARG,0,1,1,0
DMPH,0,1,1,1
DMSPt_e,0,1,1,0
DTOCOC,0,1,1,1
DVPCHLDA450,0,1,1,0
DVPCHLDA650,0,1,1,0
DXR,0,1,1,1
EPSPS,0,1,1,1
ETHAPT_ALNA_ALNA,0,1,1,0
ETHAPT_ALNA_ARA,0,1,1,0
ETHAPT_ALNA_BEHN,0,1,1,0
ETHAPT_ALNA_DHA,0,1,1,0
ETHAPT_ALNA_EPA,0,1,1,0
ETHAPT_ALNA_GLNA,0,1,1,0
ETHAPT_ALNA_HDE,0,1,1,0
ETHAPT_ALNA_LNA,0,1,1,0
ETHAPT_ALNA_MYRS,0,1,1,0
ETHAPT_ALNA_OLE,0,1,1,0
ETHAPT_ALNA_PALM,0,1,1,0
ETHAPT_ALNA_STA,0,1,1,0
ETHAPT_ALNA_STC,0,1,1,0
ETHAPT_DHA_BEHN,0,1,1,0
ETHAPT_DHA_HDDE,0,1,1,0
ETHAPT_DHA_HDTE,0,1,1,0
ETHAPT_DHA_STA,0,1,1,0
ETHAPT_EPA_BEHN,0,1,1,0
ETHAPT_EPA_HDDE,0,1,1,0
ETHAPT_EPA_HDTE,0,1,1,0
ETHAPT_EPA_STA,0,1,1,0
ETHAPT_GLNA_ALNA,0,1,1,0
ETHAPT_GLNA_ARA,0,1,1,0
ETHAPT_GLNA_BEHN,0,1,1,0
ETHAPT_GLNA_DHA,0,1,1,0
ETHAPT_GLNA_EPA,0,1,1,0
ETHAPT_GLNA_GLNA,0,1,1,0
ETHAPT_GLNA_HDE,0,1,1,0
ETHAPT_GLNA_LNA,0,1,1,0
ETHAPT_GLNA_MYRS,0,1,1,0
ETHAPT_GLNA_OLE,0,1,1,0
ETHAPT_GLNA_PALM,0,1,1,0
ETHAPT_GLNA_STA,0,1,1,0
ETHAPT_GLNA_STC,0,1,1,0
ETHAPT_HDDE_HDDE,0,1,1,0
ETHAPT_HDE_BEHN,0,1,1,0
ETHAPT_HDE_HDDE,0,1,1,0
ETHAPT_HDE_HDTE,0,1,1,0
ETHAPT_HDE_STA,0,1,1,0
ETHAPT_LNA_BEHN,0,1,1,0
ETHAPT_LNA_HDDE,0,1,1,0
ETHAPT_LNA_HDTE,0,1,1,0
ETHAPT_LNA_STA,0,1,1,0
ETHAPT_MYRS_BEHN,0,1,1,0
ETHAPT_MYRS_HDDE,0,1,1,0
ETHAPT_MYRS_HDTE,0,1,1,0
ETHAPT_MYRS_STA,0,1,1,0
ETHAPT_OLE_BEHN,0,1,1,0
ETHAPT_OLE_HDDE,0,1,1,0
ETHAPT_OLE_HDTE,0,1,1,0
ETHAPT_OLE_STA,0,1,1,0
ETHAPT_PALM_BEHN,0,1,1,0
ETHAPT_PALM_HDDE,0,1,1,0
ETHAPT_PALM_HDTE,0,1,1,0
ETHAPT_PALM_STA,0,1,1,0
ETHAPT_STA_ALNA,0,1,1,0
ETHAPT_STA_ARA,0,1,1,0
ETHAPT_STA_BEHN,0,1,1,0
ETHAPT_STA_DHA,0,1,1,0
ETHAPT_STA_EPA,0,1,1,0
ETHAPT_STA_GLNA,0,1,1,0
ETHAPT_STA_HDE,0,1,1,0
ETHAPT_STA_LNA,0,1,1,0
ETHAPT_STA_MYRS,0,1,1,0
ETHAPT_STA_OLE,0,1,1,0
ETHAPT_STA_PALM,0,1,1,0
ETHAPT_STA_STA,0,1,1,0
ETHAPT_STA_STC,0,1,1,0
ETHAPT_STC_BEHN,0,1,1,0
ETHAPT_STC_HDDE,0,1,1,0
ETHAPT_STC_HDTE,0,1,1,0
ETHAPT_STC_STA,0,1,1,0
FE2t,0,1,1,1
FPAIF,0,1,1,1
FPGFT,0,1,1,1
G3PAT1629Z12Z,0,1,1,0
G3PAT1836Z9Z12Z,0,1,1,0
G3PAT1846Z9Z12Z15Z,0,1,1,0
G6PPit,0,1,1,0
GAPDH,0,1,1,1
GGTT,0,1,1,0
GHMT,0,1,1,1
GLNNA1t_e,0,1,1,0
GLNt,0,1,1,1
GLUCYS,0,1,1,1
GLUDH2,0,1,1,1
GLUDH,0,1,1,1
GLUNA1t,0,1,1,1
GLYBt_e,0,1,1,0
GLYCK,0,1,1,0
GLYCLTt_e,0,1,1,1
GLYNA1t,0,1,1,1
GLYTA,0,1,1,1
GMP5N,0,1,1,1
GNK,0,1,1,0
GTOCOC,0,1,1,1
HIBH,0,1,1,0
HISNA1t_e,0,1,1,0
HISt,0,1,1,1
HMGCOAS,0,1,1,1
HMNO,0,1,1,0
HPPK,0,1,1,1
HSK,0,1,1,1
I5NT,0,1,1,1
IAPTA,0,1,1,1
ICH,0,1,1,1
IDH,0,1,1,1
IDIH,0,1,1,1
ILETL,0,1,1,1
ILEt2r_e,0,1,1,0
KARI_1,0,1,1,1
LACDt_e,0,1,1,0
LDH,0,1,1,1
LEUt2r_e,0,1,1,0
LPCAT_ALNA_ALNA_sn2,0,1,1,0
LPCAT_ALNA_ARA_sn2,0,1,1,0
LPCAT_ALNA_BEHN_sn2,0,1,1,0
LPCAT_ALNA_DHA_sn2,0,1,1,0
LPCAT_ALNA_EPA_sn2,0,1,1,0
LPCAT_ALNA_GLNA_sn2,0,1,1,0
LPCAT_ALNA_HDE_sn2,0,1,1,0
LPCAT_ALNA_LNA_sn2,0,1,1,0
LPCAT_ALNA_MYRS_sn2,0,1,1,0
LPCAT_ALNA_OLE_sn2,0,1,1,0
LPCAT_ALNA_PALM_sn2,0,1,1,0
LPCAT_ALNA_STA_sn2,0,1,1,0
LPCAT_ALNA_STC_sn2,0,1,1,0
LPCAT_DHA_BEHN_sn2,0,1,1,0
LPCAT_DHA_HDDE_sn2,0,1,1,0
LPCAT_DHA_HDTE_sn2,0,1,1,0
LPCAT_DHA_STA_sn2,0,1,1,0
LPCAT_EPA_BEHN_sn2,0,1,1,0
LPCAT_EPA_HDTE_sn2,0,1,1,0
LPCAT_EPA_STA_sn2,0,1,1,0
LPCAT_GLNA_ALNA_sn2,0,1,1,0
LPCAT_GLNA_ARA_sn2,0,1,1,0
LPCAT_GLNA_BEHN_sn2,0,1,1,0
LPCAT_GLNA_DHA_sn2,0,1,1,0
LPCAT_GLNA_EPA_sn2,0,1,1,0
LPCAT_GLNA_GLNA_sn2,0,1,1,0
LPCAT_GLNA_HDE_sn2,0,1,1,0
LPCAT_GLNA_LNA_sn2,0,1,1,0
LPCAT_GLNA_MYRS_sn2,0,1,1,0
LPCAT_GLNA_OLE_sn2,0,1,1,0
LPCAT_GLNA_PALM_sn2,0,1,1,0
LPCAT_GLNA_STA_sn2,0,1,1,0
LPCAT_GLNA_STC_sn2,0,1,1,0
LPCAT_HDDE_HDDE_sn2,0,1,1,0
LPCAT_HDE_BEHN_sn2,0,1,1,0
LPCAT_HDE_HDDE_sn2,0,1,1,0
LPCAT_HDE_HDTE_sn2,0,1,1,0
LPCAT_HDE_STA_sn2,0,1,1,0
LPCAT_LNA_BEHN_sn2,0,1,1,0
LPCAT_LNA_HDDE_sn2,0,1,1,0
LPCAT_LNA_HDTE_sn2,0,1,1,0
LPCAT_LNA_STA_sn2,0,1,1,0
LPCAT_MYRS_BEHN_sn2,0,1,1,0
LPCAT_MYRS_HDDE_sn2,0,1,1,0
LPCAT_MYRS_HDTE_sn2,0,1,1,0
LPCAT_MYRS_STA_sn2,0,1,1,0
LPCAT_OLE_BEHN_sn2,0,1,1,0
LPCAT_OLE_HDDE_sn2,0,1,1,0
LPCAT_OLE_HDTE_sn2,0,1,1,0
LPCAT_OLE_STA_sn2,0,1,1,0
LPCAT_PALM_BEHN_sn2,0,1,1,0
LPCAT_PALM_HDDE_sn2,0,1,1,0
LPCAT_PALM_HDTE_sn2,0,1,1,0
LPCAT_PALM_STA_sn2,0,1,1,0
LPCAT_STA_ALNA_sn2,0,1,1,0
LPCAT_STA_ARA_sn2,0,1,1,0
LPCAT_STA_BEHN_sn2,0,1,1,0
LPCAT_STA_DHA_sn2,0,1,1,0
LPCAT_STA_EPA_sn2,0,1,1,0
LPCAT_STA_GLNA_sn2,0,1,1,0
LPCAT_STA_HDE_sn2,0,1,1,0
LPCAT_STA_LNA_sn2,0,1,1,0
LPCAT_STA_MYRS_sn2,0,1,1,0
LPCAT_STA_OLE_sn2,0,1,1,0
LPCAT_STA_PALM_sn2,0,1,1,0
LPCAT_STA_STA_sn2,0,1,1,0
LPCAT_STA_STC_sn2,0,1,1,0
LPCAT_STC_BEHN_sn2,0,1,1,0
LPCAT_STC_HDDE_sn2,0,1,1,0
LPCAT_STC_HDTE_sn2,0,1,1,0
LPCAT_STC_STA_sn2,0,1,1,0
LPCH1836Z9Z12Z_sn1,0,1,1,0
LPCH1839Z12Z15Z_sn1,0,1,1,0
LPCH1846Z9Z12Z15Z_sn1,0,1,1,0
LPEAT_ALNA_ALNA_sn2,0,1,1,0
LPEAT_ALNA_ARA_sn2,0,1,1,0
LPEAT_ALNA_BEHN_sn2,0,1,1,0
LPEAT_ALNA_DHA_sn2,0,1,1,0
LPEAT_ALNA_EPA_sn2,0,1,1,0
LPEAT_ALNA_GLNA_sn2,0,1,1,0
LPEAT_ALNA_HDE_sn2,0,1,1,0
LPEAT_ALNA_LNA_sn2,0,1,1,0
LPEAT_ALNA_MYRS_sn2,0,1,1,0
LPEAT_ALNA_OLE_sn2,0,1,1,0
LPEAT_ALNA_PALM_sn2,0,1,1,0
LPEAT_ALNA_STA_sn2,0,1,1,0
LPEAT_ALNA_STC_sn2,0,1,1,0
LPEAT_DHA_BEHN_sn2,0,1,1,0
LPEAT_DHA_HDDE_sn2,0,1,1,0
LPEAT_DHA_HDTE_sn2,0,1,1,0
LPEAT_DHA_STA_sn2,0,1,1,0
LPEAT_EPA_BEHN_sn2,0,1,1,0
LPEAT_EPA_HDDE_sn2,0,1,1,0
LPEAT_EPA_HDTE_sn2,0,1,1,0
LPEAT_EPA_STA_sn2,0,1,1,0
LPEAT_GLNA_ALNA_sn2,0,1,1,0
LPEAT_GLNA_ARA_sn2,0,1,1,0
LPEAT_GLNA_BEHN_sn2,0,1,1,0
LPEAT_GLNA_DHA_sn2,0,1,1,0
LPEAT_GLNA_EPA_sn2,0,1,1,0
LPEAT_GLNA_GLNA_sn2,0,1,1,0
LPEAT_GLNA_HDE_sn2,0,1,1,0
LPEAT_GLNA_LNA_sn2,0,1,1,0
LPEAT_GLNA_MYRS_sn2,0,1,1,0
LPEAT_GLNA_OLE_sn2,0,1,1,0
LPEAT_GLNA_PALM_sn2,0,1,1,0
LPEAT_GLNA_STA_sn2,0,1,1,0
LPEAT_GLNA_STC_sn2,0,1,1,0
LPEAT_HDDE_HDDE_sn2,0,1,1,0
LPEAT_HDE_BEHN_sn2,0,1,1,0
LPEAT_HDE_HDDE_sn2,0,1,1,0
LPEAT_HDE_HDTE_sn2,0,1,1,0
LPEAT_HDE_STA_sn2,0,1,1,0
LPEAT_LNA_BEHN_sn2,0,1,1,0
LPEAT_LNA_HDDE_sn2,0,1,1,0
LPEAT_LNA_HDTE_sn2,0,1,1,0
LPEAT_LNA_STA_sn2,0,1,1,0
LPEAT_MYRS_BEHN_sn2,0,1,1,0
LPEAT_MYRS_HDDE_sn2,0,1,1,0
LPEAT_MYRS_HDTE_sn2,0,1,1,0
LPEAT_MYRS_STA_sn2,0,1,1,0
LPEAT_OLE_BEHN_sn2,0,1,1,0
LPEAT_OLE_HDDE_sn2,0,1,1,0
LPEAT_OLE_HDTE_sn2,0,1,1,0
LPEAT_OLE_STA_sn2,0,1,1,0
LPEAT_PALM_BEHN_sn2,0,1,1,0
LPEAT_PALM_HDDE_sn2,0,1,1,0
LPEAT_PALM_HDTE_sn2,0,1,1,0
LPEAT_PALM_STA_sn2,0,1,1,0
LPEAT_STA_ALNA_sn2,0,1,1,0
LPEAT_STA_ARA_sn2,0,1,1,0
LPEAT_STA_BEHN_sn2,0,1,1,0
LPEAT_STA_DHA_sn2,0,1,1,0
LPEAT_STA_EPA_sn2,0,1,1,0
LPEAT_STA_GLNA_sn2,0,1,1,0
LPEAT_STA_HDE_sn2,0,1,1,0
LPEAT_STA_LNA_sn2,0,1,1,0
LPEAT_STA_MYRS_sn2,0,1,1,0
LPEAT_STA_OLE_sn2,0,1,1,0
LPEAT_STA_PALM_sn2,0,1,1,0
LPEAT_STA_STA_sn2,0,1,1,0
LPEAT_STA_STC_sn2,0,1,1,0
LPEAT_STC_BEHN_sn2,0,1,1,0
LPEAT_STC_HDDE_sn2,0,1,1,0
LPEAT_STC_HDTE_sn2,0,1,1,0
LPEAT_STC_STA_sn2,0,1,1,0
LPEH180_sn1,0,1,1,0
LPEH1836Z9Z12Z_sn1,0,1,1,0
LPEH1839Z12Z15Z_sn1,0,1,1,0
LPEH1846Z9Z12Z15Z_sn1,0,1,1,0
MAGAH1629Z12Z,0,1,1,0
MAGAH1836Z9Z12Z,0,1,1,0
MAGAH1839Z12Z15Z,0,1,1,0
MAGAH1846Z9Z12Z15Z,0,1,1,0
MALAKGt,0,1,1,1
MALCITt,0,1,1,1
MALOAAt,0,1,1,1
MAT,0,1,1,1
MDUMT,0,1,1,1
ME1,0,1,1,1
MECDPS,0,1,1,1
MERGTOLR,0,1,1,1
MGDGD12DS_PALM_HDDE_sn2,0,1,1,0
MGDGD6DS_HDTE_HDTE_sn2,0,1,1,0
MGDGH_ALNA_HDE,0,1,1,0
MGDGH_ALNA_PALM,0,1,1,0
MGDGH_GLNA_HDE,0,1,1,0
MGDGH_GLNA_PALM,0,1,1,0
MGDGH_HDTE_HDTE,0,1,1,0
MGDGH_LNA_HDE,0,1,1,0
MGDGH_LNA_PALM,0,1,1,0
MGDGH_PALM_HDDE,0,1,1,0
MGDGH_PALM_HDE,0,1,1,0
MGDGH_STA_HDE,0,1,1,0
MGDGH_STA_PALM,0,1,1,0
MGDGS_ALNA_HDE,0,1,1,0
MGDGS_ALNA_PALM,0,1,1,0
MGDGS_GLNA_HDE,0,1,1,0
MGDGS_GLNA_PALM,0,1,1,0
MGDGS_HDTE_HDTE,0,1,1,0
MGDGS_LNA_HDE,0,1,1,0
MGDGS_LNA_PALM,0,1,1,0
MGDGS_PALM_HDDE,0,1,1,0
MGDGS_PALM_HDE,0,1,1,0
MGDGS_PALM_PALM,0,1,1,0
MGDGS_STA_HDE,0,1,1,0
MGDGS_STA_PALM,0,1,1,0
MMM1_B12,0,1,1,0
MMM2_B12,0,1,1,0
MTHFD2,0,1,1,1
MTRR,0,1,1,0
NACTAURt_e,0,1,1,0
NCTPPRT,0,1,1,0
NH4t_e,0,1,1,1
NO2t_e,0,1,1,1
NO3t_e,0,1,1,1
OAACITt,0,1,1,1
OAT,0,1,1,1
OCOAT,0,1,1,1
OCT,0,1,1,1
OGDH_E2,0,1,1,1
ORNC,0,1,1,1
ORNt4,0,1,1,0
P5CDH,0,1,1,1
PCHLDA430,0,1,1,0
PCHLDA650,0,1,1,0
PDH_E2,0,1,1,1
PDH_E3,0,1,1,1
PFP,0,1,1,1
PGPS_GLNA_PALM,0,1,1,0
PGPS_LNA_PALM,0,1,1,0
PGPS_MYRS_PALM,0,1,1,0
PGPS_STA_PALM,0,1,1,0
PHEMEFT,0,1,1,1
PLA2PA_EPA_STA,0,1,1,0
PLA2PC_ALNA_ALNA,0,1,1,0
PLA2PC_ALNA_ARA,0,1,1,0
PLA2PC_ALNA_BEHN,0,1,1,0
PLA2PC_ALNA_DHA,0,1,1,0
PLA2PC_ALNA_EPA,0,1,1,0
PLA2PC_ALNA_GLNA,0,1,1,0
PLA2PC_ALNA_HDE,0,1,1,0
PLA2PC_ALNA_LNA,0,1,1,0
PLA2PC_ALNA_MYRS,0,1,1,0
PLA2PC_ALNA_OLE,0,1,1,0
PLA2PC_ALNA_PALM,0,1,1,0
PLA2PC_ALNA_STA,0,1,1,0
PLA2PC_ALNA_STC,0,1,1,0
PLA2PC_DHA_BEHN,0,1,1,0
PLA2PC_DHA_HDDE,0,1,1,0
PLA2PC_DHA_HDTE,0,1,1,0
PLA2PC_EPA_BEHN,0,1,1,0
PLA2PC_EPA_HDDE,0,1,1,0
PLA2PC_EPA_HDTE,0,1,1,0
PLA2PC_GLNA_ALNA,0,1,1,0
PLA2PC_GLNA_ARA,0,1,1,0
PLA2PC_GLNA_BEHN,0,1,1,0
PLA2PC_GLNA_DHA,0,1,1,0
PLA2PC_GLNA_EPA,0,1,1,0
PLA2PC_GLNA_GLNA,0,1,1,0
PLA2PC_GLNA_HDE,0,1,1,0
PLA2PC_GLNA_LNA,0,1,1,0
PLA2PC_GLNA_MYRS,0,1,1,0
PLA2PC_GLNA_OLE,0,1,1,0
PLA2PC_GLNA_PALM,0,1,1,0
PLA2PC_GLNA_STA,0,1,1,0
PLA2PC_GLNA_STC,0,1,1,0
PLA2PC_HDDE_HDDE,0,1,1,0
PLA2PC_HDE_BEHN,0,1,1,0
PLA2PC_HDE_HDDE,0,1,1,0
PLA2PC_HDE_HDTE,0,1,1,0
PLA2PC_LNA_BEHN,0,1,1,0
PLA2PC_LNA_HDDE,0,1,1,0
PLA2PC_LNA_HDTE,0,1,1,0
PLA2PC_MYRS_BEHN,0,1,1,0
PLA2PC_MYRS_HDDE,0,1,1,0
PLA2PC_MYRS_HDTE,0,1,1,0
PLA2PC_OLE_BEHN,0,1,1,0
PLA2PC_OLE_HDDE,0,1,1,0
PLA2PC_OLE_HDTE,0,1,1,0
PLA2PC_PALM_BEHN,0,1,1,0
PLA2PC_PALM_HDDE,0,1,1,0
PLA2PC_PALM_HDTE,0,1,1,0
PLA2PC_STA_ALNA,0,1,1,0
PLA2PC_STA_ARA,0,1,1,0
PLA2PC_STA_BEHN,0,1,1,0
PLA2PC_STA_DHA,0,1,1,0
PLA2PC_STA_EPA,0,1,1,0
PLA2PC_STA_GLNA,0,1,1,0
PLA2PC_STA_HDE,0,1,1,0
PLA2PC_STA_LNA,0,1,1,0
PLA2PC_STA_MYRS,0,1,1,0
PLA2PC_STA_OLE,0,1,1,0
PLA2PC_STA_PALM,0,1,1,0
PLA2PC_STA_STA,0,1,1,0
PLA2PC_STA_STC,0,1,1,0
PLA2PC_STC_BEHN,0,1,1,0
PLA2PC_STC_HDDE,0,1,1,0
PLA2PC_STC_HDTE,0,1,1,0
PLA2PE_ALNA_ALNA,0,1,1,0
PLA2PE_ALNA_ARA,0,1,1,0
PLA2PE_ALNA_BEHN,0,1,1,0
PLA2PE_ALNA_DHA,0,1,1,0
PLA2PE_ALNA_EPA,0,1,1,0
PLA2PE_ALNA_GLNA,0,1,1,0
PLA2PE_ALNA_HDE,0,1,1,0
PLA2PE_ALNA_LNA,0,1,1,0
PLA2PE_ALNA_MYRS,0,1,1,0
PLA2PE_ALNA_OLE,0,1,1,0
PLA2PE_ALNA_PALM,0,1,1,0
PLA2PE_ALNA_STA,0,1,1,0
PLA2PE_ALNA_STC,0,1,1,0
PLA2PE_DHA_BEHN,0,1,1,0
PLA2PE_DHA_HDDE,0,1,1,0
PLA2PE_DHA_HDTE,0,1,1,0
PLA2PE_DHA_STA,0,1,1,0
PLA2PE_EPA_BEHN,0,1,1,0
PLA2PE_EPA_HDDE,0,1,1,0
PLA2PE_EPA_HDTE,0,1,1,0
PLA2PE_EPA_STA,0,1,1,0
PLA2PE_GLNA_ALNA,0,1,1,0
PLA2PE_GLNA_ARA,0,1,1,0
PLA2PE_GLNA_BEHN,0,1,1,0
PLA2PE_GLNA_DHA,0,1,1,0
PLA2PE_GLNA_EPA,0,1,1,0
PLA2PE_GLNA_GLNA,0,1,1,0
PLA2PE_GLNA_HDE,0,1,1,0
PLA2PE_GLNA_LNA,0,1,1,0
PLA2PE_GLNA_MYRS,0,1,1,0
PLA2PE_GLNA_OLE,0,1,1,0
PLA2PE_GLNA_PALM,0,1,1,0
PLA2PE_GLNA_STA,0,1,1,0
PLA2PE_GLNA_STC,0,1,1,0
PLA2PE_HDDE_HDDE,0,1,1,0
PLA2PE_HDE_BEHN,0,1,1,0
PLA2PE_HDE_HDDE,0,1,1,0
